"Date","Flow","Flow2","bg_fry","bg_juv","bg_spawn","bg_adult","cc_fry","cc_adult","cc_spawn","gd_spawn","gd_juv","gd_adult","gs_fry","gs_juv","gs_adult","gs_spawn","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_spawn","month"
"X1539.16709023341.1",1963-08-06,1539.16709023341,907.991090233412,182.936495232063,120.678153648901,-5.65956557567662,7.66976482609526,-33.1804885382199,-9.08212127415936,-4.69185341146008,-31.5529559523665,13.3089390897338,-24.188922931344,15.225120148145,-9.52250126832472,-10.3657180156532,-2.56728576311462,-2.92904137681236,0,-8.65431667377342,-45.2937349602288,-17.8188298020759,19.439822043532,-8.88676252287564,"Aug"
"X1511.43434986885.1",1963-08-07,1511.43434986885,880.258349868847,181.518085708156,120.476789575959,-6.37476167927902,6.71221352991188,-33.9102586466431,-9.3084718284837,-5.20322277575742,-31.9591761284621,12.1813944100091,-25.1012718859485,14.4637304590296,-9.60289871878382,-10.539557219524,-3.31861069581886,-3.49405228241321,0,-9.36616357647419,-46.3157405057234,-18.0030889333765,18.2731573560435,-9.48912583832728,"Aug"
"X1425.15471317909.4",1963-08-08,1425.15471317909,793.978713179086,163.728557744944,109.964393194842,-7.97186605266242,4.68234346056722,-35.9209736257492,-10.1619517499132,-6.45316861102131,-33.3265248670462,8.7558333398537,-27.3881099249203,12.1198556117025,-10.5383126380804,-11.3894199597211,-5.62459394150663,-5.27463369976224,0,-11.5876102471793,-49.1758886869652,-18.429473441448,14.486396885096,-10.9215454275076,"Aug"
"X1420.53258978499.2",1963-08-09,1420.53258978499,789.356589784991,162.808501871151,109.538392680843,-8.08971389911749,4.57756856518475,-35.9616633086194,-10.2246963134316,-6.54377519633789,-33.6158198227394,8.2575529610427,-27.5628502726157,11.9564348612935,-10.6258642946339,-11.4470834115682,-5.74587958167318,-5.3679323884865,0,-11.7066163180994,-49.3306334972939,-18.4173263365246,14.2352841993525,-11.1871725196391,"Aug"
"X1365.06710905586",1963-08-10,1365.06710905586,733.891109055859,152.909948700109,104.862596373191,-9.5066197998112,3.33394145418672,-36.4650658073093,-10.9843742989461,-7.63339571141818,-37.2049123211948,2.37705292171894,-29.704610546826,10.0292788134339,-11.6845250095552,-12.1456163997372,-7.20130726367163,-6.48872675245201,0,-13.1346891691405,-51.277966256937,-18.2692104646395,11.2943309380418,-14.3948422705442,"Aug"
"X1286.49101135626",1963-08-11,1286.49101135626,655.315011356256,141.737411712623,100.111123715283,-11.5972665246459,1.26045657366057,-37.0858549665964,-12.2817673092074,-9.23577566565045,-42.8646215744117,-5.59142720835504,-32.8804847988497,7.39380075625016,-13.28495508399,-13.2572309825031,-9.1335909626653,-8.48268690749546,0,-15.2274329167616,-54.7600998688703,-17.3138170290369,7.31131464445386,-19.6810494369251,"Aug"
"X1254.1361475976",1963-08-12,1254.1361475976,622.960147597596,137.874656296672,98.642303534831,-12.4845526780302,0.313607915632273,-37.3112993178857,-12.8875557572925,-9.91425702291777,-45.4056634992936,-8.75634834144414,-34.2396801026503,6.33959845294969,-13.9768570201581,-13.7547660879687,-9.8887716809262,-9.43109357669821,0,-16.1108997350206,-56.4651331620248,-16.6758544453031,5.73067642459533,-22.0957030400669,"Aug"
"X1363.52640125783.1",1963-08-13,1363.52640125783,732.350401257828,152.661902451488,104.743204824645,-9.54605043007274,3.29975253190995,-36.4794605135222,-11.0056558039415,-7.6637247902157,-37.3078149269299,2.2162669377288,-29.7653124932148,9.97662406556993,-11.7141458177056,-12.1651949634454,-7.2417358103938,-6.5198918546625,0,-13.1743578594472,-51.3345601259205,-18.2650331635304,11.2144987549317,-14.4844785271192,"Aug"
"X1468.29453152397.4",1963-08-16,1468.29453152397,837.118531523966,173.013831472363,115.571223312818,-7.19780978468186,5.62491118555434,-34.9561336754029,-9.72952537377431,-5.8386770460797,-32.4971906094527,10.6406698433755,-26.2527829106333,13.2908823018313,-10.0001329797085,-10.9391208818951,-4.47317724198956,-4.40459267581705,0,-10.4768869123343,-47.7365071720466,-18.241315936239,16.3970178434297,-10.1285745135734,"Aug"
"X1363.52640125783.2",1963-08-17,1363.52640125783,732.350401257828,152.661902451488,104.743204824645,-9.54605043007274,3.29975253190995,-36.4794605135222,-11.0056558039415,-7.6637247902157,-37.3078149269299,2.2162669377288,-29.7653124932148,9.97662406556993,-11.7141458177056,-12.1651949634454,-7.2417358103938,-6.5198918546625,0,-13.1743578594472,-51.3345601259205,-18.2650331635304,11.2144987549317,-14.4844785271192,"Aug"
"X1274.165348972",1963-08-18,1274.165348972,642.989348972004,140.22201076639,99.5374772401402,-11.9350620137593,0.898466071589277,-37.1708080598891,-12.5118454596737,-9.49405860711083,-43.8211213064312,-6.80359433212012,-33.3944561049146,6.98994519743448,-13.5478564632664,-13.4461594070295,-9.42127885533611,-8.84385430384284,0,-15.5639917046698,-55.3982587419534,-17.0721227176425,6.70451347155582,-20.5989609644794,"Aug"
"X1301.89808933657.3",1963-08-19,1301.89808933657,670.72208933657,143.713232167067,100.854097145798,-11.1753993805312,1.71518992983709,-36.9812330366167,-11.9953697056078,-8.91324361361438,-41.6883725727736,-4.06485298413462,-32.2445126912554,7.90257519082013,-12.9574985995381,-13.022116038446,-8.77398109682675,-8.0314531298069,0,-14.8067344318763,-53.9812902490292,-17.6136475445856,8.07801988220155,-18.5370291732238,"Aug"
"X1574.60336958814",1963-08-26,1574.60336958814,943.427369588136,184.903880017307,120.970963611261,-4.74194263862599,8.91670828526958,-32.1732256894823,-9.02738767481386,-4.05082220991277,-30.9975518103959,14.722872624568,-23.1473786125804,15.9969678429504,-9.45525073378106,-10.2232517471731,-1.57852222145411,-2.50667182542413,0,-7.75164619280473,-43.9170739353439,-17.5150311391927,20.8744880230413,-8.20742019410543,"Aug"
"X1503.73081087869.2",1963-08-31,1503.73081087869,872.554810878689,181.141998210619,120.424330856395,-6.57297068304821,6.44902450254784,-34.1070762064236,-9.39224920440862,-5.3463304441915,-32.0692440896337,11.8669468401616,-25.3662698076055,14.2356281070212,-9.62844753958301,-10.5950360595467,-3.52478329334934,-3.6772941918725,0,-9.56450702930637,-46.5948756695445,-18.0482767539803,17.9455851923499,-9.66436319154149,"Aug"
"X1534.54496683932",1964-08-02,1534.54496683932,903.368966839318,182.695647326908,120.641640671746,-5.77894394600214,7.50907761711558,-33.314185660622,-9.08929706111168,-4.77539992878953,-31.6267778900075,13.1270783423216,-24.3258260839079,15.1257681030812,-9.5313474820065,-10.3844376462183,-2.69625492072251,-2.98408892162103,0,-8.77205630172585,-45.4777013636674,-17.8588529762487,19.2557636376651,-8.97531506354886,"Aug"
"X1534.54496683932.1",1964-08-16,1534.54496683932,903.368966839318,182.695647326908,120.641640671746,-5.77894394600214,7.50907761711558,-33.314185660622,-9.08929706111168,-4.77539992878953,-31.6267778900075,13.1270783423216,-24.3258260839079,15.1257681030812,-9.5313474820065,-10.3844376462183,-2.69625492072251,-2.98408892162103,0,-8.77205630172585,-45.4777013636674,-17.8588529762487,19.2557636376651,-8.97531506354886,"Aug"
"X1491.40514849444",1964-08-17,1491.40514849444,860.229148494438,178.698461485877,119.038090094134,-6.81216701187043,6.13221845262334,-34.4047920124048,-9.51302553966296,-5.53021067088709,-32.2230896821331,11.422034837791,-25.6987264919882,13.8977374376695,-9.73796448906517,-10.7076303533724,-3.8546594493981,-3.93905345566659,0,-9.88185655383782,-46.9989671209816,-18.1163263155131,17.4070212297831,-9.85180644476242,"Aug"
"X1417.45117418893.3",1964-08-18,1417.45117418893,786.275174188929,162.204072369964,109.257748946313,-8.1682985542372,4.50781694317357,-35.9888946678985,-10.2665736790104,-6.60419623258535,-33.8094963907351,7.92608050359787,-27.6796576138036,11.8477327901125,-10.6842889569922,-11.4855721344794,-5.82673667511753,-5.43014012512958,0,-11.7859536987128,-49.4344143321678,-18.4092117564284,14.0684024363796,-11.3643999419182,"Aug"
"X1374.31135584405.2",1964-08-19,1374.31135584405,743.135355844048,154.426306374281,105.590063018773,-9.2701180205988,3.53947601996917,-36.3791755281462,-10.8568902431926,-7.45149155421495,-36.5912297571858,3.34463910641789,-29.3417933103585,10.3461899521467,-11.5070440125469,-12.028344966116,-6.95873598333854,-6.30177240899592,0,-12.8966770273003,-50.941347877737,-18.2942019058191,11.7753972950722,-13.8576342011228,"Aug"
"X1523.7600122531.1",1964-08-20,1523.7600122531,892.584012253098,182.138011547296,120.562547545757,-6.05721477873488,7.13584197921848,-33.5981381863631,-9.17477230514359,-4.9741598159223,-31.7847508466806,12.6879966369076,-24.6789164317467,14.8310851316755,-9.562194371877,-10.4511191176914,-2.98873453977008,-3.20074781157458,0,-9.04881405194274,-45.8746348868929,-17.931151818396,18.8015558385448,-9.20865538974678,"Aug"
"X1542.24850582948.1",1964-08-21,1542.24850582948,911.072505829475,183.098980455555,120.702703256302,-5.57994013359602,7.77713815970144,-33.0916581293682,-9.07734213073002,-4.63614724533174,-31.5039206875948,13.430504776041,-24.0977895584926,15.2915227483751,-9.5166133968638,-10.3532559400617,-2.48130632470937,-2.89233735883173,0,-8.5758235884718,-45.1716661619818,-17.7921990285507,19.5629162473297,-8.82772014981965,"Aug"
"X1488.32373289837.4",1964-08-22,1488.32373289837,857.147732898375,177.907335300254,118.559903543263,-6.86355307040625,6.0643267185104,-34.4775904793571,-9.54180756301326,-5.5713101266498,-32.2592507499082,11.3172584887252,-25.7720958417972,13.8163401383685,-9.77283248905052,-10.7383999145852,-3.9371284884103,-4.00110303775217,0,-9.96119393497067,-47.0958549707474,-18.1329048851262,17.2712196962853,-9.88863210973721,"Aug"
"X1382.01489483421.2",1964-08-23,1382.01489483421,750.838894834205,155.727915042505,106.211235329559,-9.07314052483687,3.71128174838376,-36.3082202786655,-10.7509212108755,-7.2999967754967,-36.0846657129261,4.15473883987286,-29.0412597156597,10.6115762498996,-11.3594617611984,-11.9308798458343,-6.75659324972765,-6.14602460316728,0,-12.6983335757669,-50.6646319137605,-18.3149338105674,12.1790211149271,-13.4107573762261,"Aug"
"X1383.55560263224.1",1964-08-24,1383.55560263224,752.379602632237,155.992515956212,106.337144687663,-9.03375672639343,3.74570056961096,-36.2940962246904,-10.7297565257065,-7.26970785153677,-35.9838752535853,4.31717302996516,-28.981349604131,10.6647953929307,-11.3299799834049,-11.9114152196388,-6.71616470300547,-6.11488021995786,0,-12.6586648854602,-50.6096970792001,-18.319069955445,12.2600464854257,-13.321468740736,"Aug"
"X1291.11313475035.5",1964-08-25,1291.11313475035,659.93713475035,142.320395130737,100.330926437125,-11.4706623967638,1.39661384441477,-37.0542869499542,-12.1957083758818,-9.13897854999976,-42.5095089082874,-5.13478695531329,-32.6889404592277,7.5459694691645,-13.1865819082156,-13.1865748448017,-9.02570800291374,-8.34729047764831,0,-15.101223371296,-54.5242854552447,-17.4040318056102,7.54036280946207,-19.3374509969534,"Aug"
"X1268.00251777988.2",1964-08-26,1268.00251777988,636.826517779878,139.484974525902,99.2572724070439,-12.1040604595443,0.718065939010014,-37.2137108219647,-12.6272061979415,-9.62328594900571,-44.3046424220135,-7.40667467467745,-33.6531946130947,6.78906207788832,-13.6796205809528,-13.5409039593951,-9.56512280167151,-9.02449816347137,0,-15.7322710986239,-55.7225253619604,-16.950659898522,6.40327201542405,-21.0588184031254,"Aug"
"X1195.5892512724.3",1964-08-27,1195.5892512724,564.4132512724,125.794984383269,94.6950558403342,-13.602753452672,-0.833215045937106,-37.55099913342,-14.4234295027381,-10.9289572956142,-49.9252662828259,-13.8053674168818,-36.3851967352979,5.04259645848402,-15.15408147847,-14.7312133009194,-11.210255851212,-11.020783823089,0,-16.5737207314955,-59.8327462099937,-15.1082937055418,3.779193379421,-26.2349730946625,"Aug"
"X1207.91491365665.3",1964-08-28,1207.91491365665,576.738913656652,128.18895417557,95.5961660671884,-13.3762007089405,-0.601412814816364,-37.4777372269846,-14.0378835078581,-10.7088289186134,-49.0002193323601,-12.7731714700036,-35.9309300379649,5.30422342038501,-14.9039759696671,-14.5138312201852,-10.938165491808,-10.6749038849717,0,-16.4924017324669,-59.0825945101947,-15.4631917322722,4.18109471464352,-25.3506411123665,"Aug"
"X1246.43260860744",1964-08-29,1246.43260860744,615.256608607438,136.549295983455,98.252390411327,-12.664793248023,0.125781631212921,-37.3410840412473,-13.031389690366,-10.0566880354613,-46.0294066508548,-9.47170976828854,-34.542332219478,6.12921929961343,-14.135457241267,-13.8730435097103,-10.0685766138455,-9.64163752352693,0,-16.2458291286559,-56.881510993548,-16.5051346487795,5.4200223758912,-22.6488981228851,"Aug"
"X1283.40959576019.5",1964-08-30,1283.40959576019,652.233595760193,141.353275278958,99.9660250551844,-11.6816902341195,1.16980975974829,-37.1069875696538,-12.3392066180064,-9.30032494511343,-43.1024406889197,-5.89522290725856,-33.0085418883189,7.29257457077276,-13.3506022271822,-13.3043931765068,-9.205512935833,-8.57296372039301,0,-15.3115726137386,-54.9183601244911,-17.2535467163615,7.15907134844704,-19.9103022685456,"Aug"
"X1312.68304392279.1",1964-08-31,1312.68304392279,681.50704392279,145.153512973355,101.392183729425,-10.8803414528624,2.03499787403947,-36.9090140812672,-11.7956801816048,-8.68768351283,-40.8775212332017,-2.98865878242529,-31.8035641659443,8.26136051807433,-12.7290488977591,-12.8582225831883,-8.52225419073978,-7.71573844128357,0,-14.5122454924566,-53.4482042761937,-17.8220325521842,8.62021897013518,-17.7384332948127,"Aug"
"X1218.69986824287.1",1965-08-01,1218.69986824287,587.523868242872,130.374058819824,96.4074319184495,-13.1785774853127,-0.39822866783516,-37.4146315104497,-13.7017511297975,-10.5166464252887,-48.2018803176718,-11.8664025750063,-35.5379390946154,5.53408566819073,-14.6859064887222,-14.3243468195069,-10.7000864273295,-10.3727207533749,0,-16.4216660018848,-58.440587469346,-15.7713022056371,4.53455561082012,-24.5803418505605,"Aug"
"X1354.28215446964.3",1965-08-02,1354.28215446964,723.106154469639,151.200754528196,104.037661441365,-9.78271626681856,3.09501857961972,-36.5663116720647,-11.1335504210284,-7.84576962907778,-37.9290060257289,1.2544055420088,-30.1309285994058,9.66167258634197,-11.8921151414583,-12.2828669283747,-7.48430709072687,-6.70691875080228,0,-13.4123700012874,-51.6771163801992,-18.2398966012832,10.7375623818625,-15.0229068219743,"Aug"
"X1368.14852465192.2",1965-08-03,1368.14852465192,736.972524651922,153.410009863928,105.102953703045,-9.42777025623117,3.40237652511396,-36.4363448912174,-10.9418405978715,-7.57274760112475,-36.9996422544315,2.69903423386163,-29.5834062968086,10.1347284388923,-11.6253182565736,-12.1064878642199,-7.12045017022726,-6.42640173000636,0,-13.0553517885271,-51.165201304828,-18.2775547118484,11.4542907532794,-14.2156568809587,"Aug"
"X1232.56623842516",1965-08-04,1232.56623842516,601.390238425155,133.327770161694,97.4523125723929,-12.9245741379427,-0.136500658570988,-37.3426105359554,-13.2884854332714,-10.2730976641966,-47.1750866141076,-10.6912784220596,-35.0383631533072,5.8309186099332,-14.4072258800808,-14.084713431852,-10.3922254931002,-9.98884326634433,0,-16.3316803108273,-57.6372367599232,-16.1597436878255,4.98865398747885,-23.5978638495435,"Aug"
"X1189.42642008027",1965-08-05,1189.42642008027,558.250420080275,124.637175469769,94.2545529254586,-13.7163099696455,-0.94895323590723,-37.588095707852,-14.6167629505093,-11.0392185378377,-50.3929428878477,-14.319829101193,-36.6144135877839,4.91220986037547,-15.2794891182981,-14.840237340819,-11.3463010309139,-11.1939353160783,0,-16.6145729319023,-60.2145813206764,-14.9297249058498,3.5790590173475,-26.678744246833,"Aug"
"X1348.11932327751.2",1965-08-06,1348.11932327751,716.943323277513,150.251761098322,103.577348660393,-9.94057168170363,2.9589086681996,-36.6246764235341,-11.2190097921805,-7.96719991102756,-38.3467637780782,0.615870571499994,-30.3760183433902,9.45263090345273,-12.0109946941786,-12.3615064491972,-7.64602127761559,-6.83163791388702,0,-13.5710447625142,-51.9083774138784,-18.2230692854768,10.4215504015688,-15.3824417290506,"Aug"
"X1582.30690857829.2",1965-08-07,1582.30690857829,951.130908578293,185.362110217321,121.037799489565,-4.54189840770697,9.19134773017438,-31.9583251549145,-9.01555439815067,-3.91134858161671,-30.8792301238843,15.0349316362525,-22.9228225409091,16.1671746070923,-9.4407632623837,-10.1925247041769,-1.36357362544094,-2.41477306387424,0,-7.55541347955066,-43.6254763102042,-17.4496925629026,21.1919957435189,-8.05963410277722,"Aug"
"X1496.02727188853.2",1965-08-08,1496.02727188853,864.851271888532,179.905470303564,119.765009570358,-6.73510693285184,6.23420146969546,-34.2960005783105,-9.4699011266257,-5.46857842869494,-32.1690673738691,11.5795449700284,-25.588960972084,14.0201145138085,-9.68571296623308,-10.6615310679043,-3.73095589087982,-3.84599194955507,0,-9.76285048213853,-46.8544553582225,-18.0915081282147,17.6113856588228,-9.79661209540997,"Aug"
"X1425.15471317909.5",1965-08-09,1425.15471317909,793.978713179086,163.728557744944,109.964393194842,-7.97186605266242,4.68234346056722,-35.9209736257492,-10.1619517499132,-6.45316861102131,-33.3265248670462,8.7558333398537,-27.3881099249203,12.1198556117025,-10.5383126380804,-11.3894199597211,-5.62459394150663,-5.27463369976224,0,-11.5876102471793,-49.1758886869652,-18.429473441448,14.486396885096,-10.9215454275076,"Aug"
"X1352.74144667161.2",1965-08-10,1352.74144667161,721.565446671608,150.961657515531,103.921840880574,-9.82217425422671,3.06096270291755,-36.5808678667707,-11.1549005181257,-7.87612216841729,-38.0331715209177,1.09456945263208,-30.1920997205218,9.60934293254707,-11.9218175052943,-12.3025124182295,-7.52473563744904,-6.73809594864605,0,-13.4520386915941,-51.7347129607499,-18.2356950080654,10.658414092833,-15.1127467958171,"Aug"
"X1337.33436869129.1",1965-08-11,1337.33436869129,706.158368691293,148.63727019798,102.790454244233,-10.2169693010998,2.72144320480731,-36.7277201342656,-11.3689430371554,-8.17983210861317,-39.0849330637334,-0.496393912000672,-30.8075402228053,9.08857712811248,-12.2194845887457,-12.4994958663565,-7.92902110467085,-7.04996301954212,0,-13.8487255946611,-52.3187686228661,-18.1934865391551,9.87223592564703,-16.0127526333083,"Aug"
"X1533.00425904129.3",1965-08-12,1533.00425904129,901.828259041287,182.616121809366,120.629551886995,-5.81872080094294,7.45561434918036,-33.358872260442,-9.09169087814417,-4.80324537335663,-31.6514572618232,13.0665877510792,-24.3715147228889,15.0927177124513,-9.53430006915365,-10.3906846063613,-2.73924463992514,-3.00243584173213,0,-8.81130284437667,-45.5392549898768,-17.8722146188737,19.1945656871798,-9.00482963916909,"Aug"
"X1352.74144667161.3",1965-08-16,1352.74144667161,721.565446671608,150.961657515531,103.921840880574,-9.82217425422671,3.06096270291755,-36.5808678667707,-11.1549005181257,-7.87612216841729,-38.0331715209177,1.09456945263208,-30.1920997205218,9.60934293254707,-11.9218175052943,-12.3025124182295,-7.52473563744904,-6.73809594864605,0,-13.4520386915941,-51.7347129607499,-18.2356950080654,10.658414092833,-15.1127467958171,"Aug"
"X1237.18836181925",1965-08-17,1237.18836181925,606.012361819249,134.382416277069,97.7158481792501,-12.8378741098784,-0.0491349022572156,-37.3420985732873,-13.2026632049096,-10.2008968436448,-46.7911254093644,-10.2854052999241,-34.8722787112687,5.93018855334304,-14.3165087279242,-14.0140495567616,-10.2843425333486,-9.87303746342798,0,-16.3029962567417,-57.3831593123252,-16.2752314443071,5.13214830085126,-23.2809731156526,"Aug"
"X1238.72906961728",1965-08-18,1238.72906961728,607.553069617281,134.738166986528,97.8043880041331,-12.8089977687485,-0.0199992862960124,-37.3419286184287,-13.1740833056834,-10.1768441979857,-46.663599942508,-10.1499700599295,-34.817082466417,5.96331484456614,-14.2862980673476,-13.9905187917664,-10.2483815467647,-9.83445121604489,0,-16.2934498218254,-57.2989522514679,-16.3136477274813,5.18004521517396,-23.1754694659458,"Aug"
"X1465.2131159279.4",1965-08-19,1465.2131159279,834.037115927903,172.297178479971,115.129018533625,-7.24927197786024,5.55759674352815,-35.0305898438822,-9.75850305237865,-5.87984436648111,-32.534248024508,10.5372599880817,-26.3273225212411,13.2105959412092,-10.0352039259451,-10.9701120689848,-4.55564628100173,-4.46669376370609,0,-10.5562242934672,-47.8367759325577,-18.2580952980203,16.2638199112039,-10.1655775219459,"Aug"
"X1475.99807051412.2",1965-08-20,1475.99807051412,844.822070514123,174.846582452299,116.696833044584,-7.06919874978346,5.79353246488462,-34.7709722651425,-9.65719573523476,-5.73579836871459,-32.4050770103321,10.8999858597543,-26.0671224928285,13.4922413637099,-9.91257437766433,-10.8617727068405,-4.26700464445908,-4.24937001485944,0,-10.2785434595021,-47.4878448799176,-18.1994854376068,16.731515321684,-10.0361707165171,"Aug"
"X1207.91491365665.4",1965-08-21,1207.91491365665,576.738913656652,128.18895417557,95.5961660671884,-13.3762007089405,-0.601412814816364,-37.4777372269846,-14.0378835078581,-10.7088289186134,-49.0002193323601,-12.7731714700036,-35.9309300379649,5.30422342038501,-14.9039759696671,-14.5138312201852,-10.938165491808,-10.6749038849717,0,-16.4924017324669,-59.0825945101947,-15.4631917322722,4.18109471464352,-25.3506411123665,"Aug"
"X1240.26977741531",1965-08-22,1240.26977741531,609.093777415312,135.096050183408,97.8932785800037,-12.7801332496189,0.00914318228709684,-37.3417590114626,-13.1455171450406,-10.1527986942835,-46.53630423677,-10.0144626242092,-34.7619685314748,5.9964593157415,-14.256101585187,-13.9669999416868,-10.2124205601809,-9.79587280813912,0,-16.2839108305934,-57.2149861650408,-16.3520242957384,5.22797492380112,-23.0700290189039,"Aug"
"X1170.9379265039.2",1965-08-23,1170.9379265039,539.761926503897,121.310520246419,92.9714979582484,-14.05810565738,-1.29551793311883,-37.7012958742248,-15.1990181683659,-11.3707933068287,-51.8170496989973,-15.8567103692965,-37.3105524725811,4.52274648931305,-15.6571396594136,-15.1686496454842,-11.7544365700199,-11.7142379630329,0,-16.7379076777493,-61.3881160509716,-14.3894824714571,2.98189473251278,-28.0165251340155,"Aug"
"X1115.47244577477.2",1965-08-24,1115.47244577477,484.296445774766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1086.19899761217",1965-08-25,1086.19899761217,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1485.24231730231.3",1965-08-31,1485.24231730231,854.066317302312,177.126792497037,118.086763195477,-6.91494927046229,5.99651238481538,-34.5506067561836,-9.57061555904162,-5.61241862133107,-32.2955294399117,11.2126658985403,-25.8456196276299,13.7350922918045,-9.80772744660417,-10.769198888305,-4.01959752742249,-4.06315948357521,0,-10.0405313161035,-47.1931836423634,-18.1495100181455,17.1357696984238,-9.92548134674571,"Aug"
"X864.33707469564.2",1966-08-01,864.33707469564,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X856.633535705483.1",1966-08-02,856.633535705483,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X839.685749927137",1966-08-03,839.685749927137,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X784.220269198005",1966-08-04,784.220269198005,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X773.435314611785",1966-08-05,773.435314611785,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X831.98221093698.3",1966-08-06,831.98221093698,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X870.499905887766.1",1966-08-07,870.499905887766,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X942.913172395244",1966-08-08,942.913172395244,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X967.564497163747.1",1966-08-09,967.564497163747,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X904.395477444457",1966-08-10,904.395477444457,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1130.87952375508.3",1966-08-11,1130.87952375508,499.70352375508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1056.92554944957",1966-08-12,1056.92554944957,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1024.57068569091",1966-08-13,1024.57068569091,464.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug"
"X1140.12377054327.2",1966-08-14,1140.12377054327,508.947770543268,116.211152543733,90.9531547299959,-14.6315469618302,-1.87096862080889,-37.8965823210518,-16.1770258482838,-11.9260689599354,-54.2632378672289,-18.3967043405053,-38.4998765337639,3.87924073339543,-16.2913567899175,-15.7205121676225,-12.4346624685299,-12.5842466758542,0,-16.9460967542202,-63.4427447824216,-13.4736671520025,1.9972867718213,-30.2679551254092,"Aug"
"X1354.28215446964.5",1966-08-15,1354.28215446964,723.106154469639,151.200754528196,104.037661441365,-9.78271626681856,3.09501857961972,-36.5663116720647,-11.1335504210284,-7.84576962907778,-37.9290060257289,1.2544055420088,-30.1309285994058,9.66167258634197,-11.8921151414583,-12.2828669283747,-7.48430709072687,-6.70691875080228,0,-13.4123700012874,-51.6771163801992,-18.2398966012832,10.7375623818625,-15.0229068219743,"Aug"
"X1437.48037556334.1",1966-08-17,1437.48037556334,806.304375563337,166.238194965149,111.343292133833,-7.71288946117681,4.95518992245044,-35.7109579599844,-10.0204871627984,-6.25075836868226,-32.8733292341993,9.61462315201656,-27.0053565740792,12.4945592090304,-10.3520699482784,-11.2503757984574,-5.29786763211147,-5.02591294450949,0,-11.270260723663,-48.760474313069,-18.4103345970336,15.0802491883927,-10.4996757608721,"Aug"
"X1275.70605677004.1",1966-08-18,1275.70605677004,644.530056770036,140.408387712976,99.6082084956768,-11.8928228956718,0.943627977175935,-37.160127025598,-12.4830388362608,-9.46176072001872,-43.7007936302446,-6.65251231725237,-33.3299547913771,7.04027446695008,-13.5149481279655,-13.4225025215229,-9.38531786875227,-8.79869960697162,0,-15.5219218561813,-55.317737508098,-17.1024241006316,6.78004780856421,-20.4840906368357,"Aug"
"X1258.75827099169.2",1966-08-19,1258.75827099169,627.58227099169,138.404207994064,98.8449550814257,-12.357684117367,0.448205975290755,-37.2786057936173,-12.8006510728883,-9.81723440790021,-45.0366226975656,-8.30756899788165,-34.0435159383728,6.4890331161447,-13.8776599454601,-13.683372775317,-9.78088872117464,-9.29553919231927,0,-15.984690189555,-56.2155686793342,-16.7676901945384,5.95408003631734,-21.7497349794166,"Aug"
"X1485.24231730231.4",1966-08-20,1485.24231730231,854.066317302312,177.126792497037,118.086763195477,-6.91494927046229,5.99651238481538,-34.5506067561836,-9.57061555904162,-5.61241862133107,-32.2955294399117,11.2126658985403,-25.8456196276299,13.7350922918045,-9.80772744660417,-10.769198888305,-4.01959752742249,-4.06315948357521,0,-10.0405313161035,-47.1931836423634,-18.1495100181455,17.1357696984238,-9.92548134674571,"Aug"
